house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,401012,INR,3.0,2.0,Not Negotiable,1.64,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south golf links it is the super location road bank ATM school college all r on walking distance," 10,10,102",Unfurnished,3,BHK,2856.0,4675.98
Independent Floor ,Golf Links,Delhi,28.59763908,77.23332977,329295,INR,3.0,2.0,Not Negotiable,1.34,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south golf links it is the super location road bank ATM school college all r on walking distance," 10,10,201",Unfurnished,3,BHK,2856.0,3839.73
Independent Floor ,Jor bagh,Delhi,28.67728996,77.15930176,301102,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south jor bagh it is the super location road bank ATM school college all r on walking distance," 18,18,282",Unfurnished,4,BHK,5896.0,3510.98
Independent Floor ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,362162,INR,3.0,2.0,Not Negotiable,1.48,Posted 6 months ago,"This spacious 3 bhk builder floor is available for rental and is located in the heart of Sarvpriya Vihar. It has area of 2856 sqft and is available at a rent of Rs. 3.62 lac. The house is unfurnished. Itâs on 2nd floor out of 4 floors building. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. "," 18,18,200",Unfurnished,3,BHK,2856.0,4222.97
Independent Floor ,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 6 months ago,Well designed 3 bhk builder floor is available at a prime location in Sarvpriya Vihar. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.01 lac . The house is unfurnished. It is on 2nd floor. The building has a total of 4 floor(s). It is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ," 10,10,201",Unfurnished,3,BHK,2856.0,3509.93
Independent Floor ,Shanti Niketan,Delhi,28.57792091,77.16937256,324461,INR,4.0,2.0,Not Negotiable,0.64,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south shanti Niketan it is the super location road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,4,BHK,5896.0,3783.36
Independent Floor ,Shanti Niketan,Delhi,28.57792091,77.16937256,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south shanti Niketan it is the super location road bank ATM school college all r on walking distance," 18,18,282",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,Shanti Niketan,Delhi,28.57792091,77.16937256,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south shanti Niketan it is the super location road bank ATM school college all r on walking distance," 18,10,220",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,Shanti Niketan,Delhi,28.57792091,77.16937256,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south shanti Niketan it is the super location of area road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301102,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,3,BHK,2856.0,3510.98
Independent Floor ,West End,Delhi,28.57413292,77.16131592,362262,INR,3.0,2.0,Not Negotiable,1.48,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,202",Unfurnished,3,BHK,2856.0,4224.14
Independent House ,Shanti Niketan,Delhi,28.57792091,77.16937256,504011,INR,4.0,2.0,Not Negotiable,1.0,Posted 5 months ago,"Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 15,40,101",Unfurnished,4,BHK,5896.0,5876.99
Independent Floor ,West End,Delhi,28.57413292,77.16131592,362262,INR,3.0,2.0,Not Negotiable,1.48,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,3,BHK,2856.0,4224.14
Villa ,Shanti Niketan,Delhi,28.57792091,77.16937256,640101,INR,4.0,2.0,Not Negotiable,1.27,Posted 5 months ago,Its four bhk villa in the super location of Delhi south shanti Niketan it is the super location road bank ATM school college all r on walking distance," 20,10,202",Unfurnished,4,BHK,5896.0,7463.86
Villa ,Shanti Niketan,Delhi,28.57792091,77.16937256,704015,INR,4.0,2.0,Not Negotiable,1.39,Posted 5 months ago,"A spacious 4 bhk villa is available for rental in Shanti Niketan, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 7.04 lac . It is facing east direction. The property has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 20,10,202",Unfurnished,4,BHK,5896.0,8209.13
Independent House ,Shanti Niketan,Delhi,28.57792091,77.16937256,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"Itâs a 4 bhk independent house situated in Shanti Niketan. It has a built-up area of 5891 sqft and is available for rent at Rs. 4.01 lac per month . It is an unfurnished property. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. "," 18,10,220",Unfurnished,4,BHK,5891.0,4676.01
Independent Floor ,West End,Delhi,28.57413292,77.16131592,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south westend it is the super location road bank ATM school college all r on walking distance," 10,10,220",Unfurnished,3,BHK,2856.0,3509.93
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,604015,INR,4.0,2.0,Not Negotiable,1.19,Posted 5 months ago,"Itâs a 4 bhk independent house situated in Sainik Farm. It is an unfurnished property. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. "," 18,48,105",Unfurnished,4,BHK,5896.0,7043.09
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,It is an unfurnished property. It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ," 10,10,202",Unfurnished,5,BHK,6521.0,4675.98
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,310102,INR,4.0,2.0,Not Negotiable,0.61,Posted 5 months ago,"A 4 bhk property is available for rent in Sainik Farm, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 3.10 lac . The house is unfurnished. It is facing east direction. It has 4 bathrooms and 2 balconies. It is well connected to the city areas. Please contact for more details. "," 18,10,220",Unfurnished,4,BHK,5896.0,3615.93
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,401102,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"Itâs a 4 bhk villa situated in Sainik Farm, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 4.01 lac. It is northeast facing property. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 18,20,202",Unfurnished,4,BHK,5896.0,4677.03
Villa ,Sainik Farm,Delhi,28.50527763,77.20741272,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"Itâs a 4 bhk villa situated in Sainik Farm, Delhi. The house is unfurnished. It is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 10,10,202",Unfurnished,4,BHK,5896.0,4675.98
Independent House ,Sainik Farm,Delhi,28.50527763,77.20741272,504015,INR,4.0,2.0,Not Negotiable,0.9,Posted 5 months ago,"It has area of 6521 sqft and is available at a rent of Rs. 5.04 lac. It is an unfurnished property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. "," 15,49,181",Unfurnished,4,BHK,6521.0,5877.04
Independent House ,Niti Bagh,Delhi,28.55949974,77.21679688,548181,INR,4.0,4.0,Not Negotiable,0.98,Posted 5 months ago,It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 5.48 lac . The house is unfurnished. It is east facing property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ," 15,48,181",Unfurnished,5,BHK,6521.0,6392.04
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,301012,INR,3.0,2.0,Not Negotiable,1.23,Posted 5 months ago,Its three bhk builder floor in the super location of Delhi south anand Niketan it is the super location road bank ATM school college all r on walking distance," 18,10,220",Unfurnished,3,BHK,2856.0,3509.93
Independent House ,Niti Bagh,Delhi,28.55949974,77.21679688,549191,INR,4.0,2.0,Not Negotiable,0.98,Posted 5 months ago,Itâs a 5 bhk independent house situated in Niti Bagh. It has an area of 6521 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 5.49 lac . It is an unfurnished property. It is east facing property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ," 15,49,191",Unfurnished,5,BHK,6521.0,6403.81
Independent House ,Niti Bagh,Delhi,28.55949974,77.21679688,640110,INR,4.0,2.0,Not Negotiable,1.14,Posted 5 months ago,"Itâs a 5 bhk independent house situated in Niti Bagh, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 6.40 lac . The house is unfurnished. It is east facing property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 20,10,202",Unfurnished,5,BHK,6521.0,7463.97
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,320102,INR,3.0,2.0,Not Negotiable,1.31,Posted 5 months ago,It has a built-up area of 2856 sqft and is available for rent at Rs. 3.20 lac per month . It is an unfurnished property. Itâs on 2nd floor out of 4 floors building. It is situated in the proximity of all the important facilities. Please contact for more details. ," 10,10,202",Unfurnished,3,BHK,2856.0,3732.53
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,308212,INR,3.0,2.0,Not Negotiable,1.26,Posted 5 months ago,Itâs a 3 bhk builder floor situated in Anand Niketan. It has an area of 2852 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.08 lac . It is an unfurnished property. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ," 10,85,122",Unfurnished,3,BHK,2852.0,3593.89
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Not Negotiable,1.27,Posted 5 months ago,"Itâs a 3 bhk builder floor situated in Anand Niketan, Delhi. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.10 lac . The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 4). It is east facing property. The property has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. "," 18,10,220",Unfurnished,3,BHK,2856.0,3615.93
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,310102,INR,3.0,2.0,Not Negotiable,1.32,Posted 5 months ago,"A spacious 3 bhk builder floor is available for rental in Anand Niketan, Delhi. It has an area of 2741 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.10 lac . The house is unfurnished. It is on 2nd floor. The building has a total of 4 floor(s). Its main door is facing east direction. It has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. "," 10,10,202",Unfurnished,3,BHK,2741.0,3615.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301012,INR,3.0,2.0,Not Negotiable,1.28,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south hauzkhas it is the super location of Delhi road bank ATM school college all r on walking distance," 10,10,202",Unfurnished,3,BHK,2741.0,3509.93
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,381812,INR,3.0,2.0,Not Negotiable,1.56,Posted 6 months ago,"Itâs a 3 bhk builder floor situated in Hauz Khas, Delhi. It has an area of 2856 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 3.82 lac . The house is unfurnished. It is located on the 2nd floor(out of a total of 4 floor(s)). It is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. "," 10,10,202",Unfurnished,3,BHK,2856.0,4452.1
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301102,INR,3.0,2.0,Not Negotiable,1.17,Posted 6 months ago,"It has area of 3011 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 3). It is east facing property. It has 3 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. "," 10,12,002",Unfurnished,3,BHK,3011.0,3510.98
Villa ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,504015,INR,4.0,2.0,Not Negotiable,1.0,Posted 6 months ago,"Itâs a 4 bhk villa situated in Navjeevan Vihar, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 5.04 lac. The house is unfurnished. It is made in way to provide a comfortable living. Kindly call us for details. "," 15,41,184",Unfurnished,4,BHK,5896.0,5877.04
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south navjeevan vihar it is the super location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,401014,INR,4.0,2.0,Not Negotiable,0.79,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south navjeevan vihar it is the super location road bank ATM school college all r on walking distance," 18,11,882",Unfurnished,4,BHK,5896.0,4676.0
Independent House ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,546116,INR,4.0,2.0,Not Negotiable,0.98,Posted 6 months ago,It has a built-up area of 6521 sqft and is available for rent at Rs. 5.46 lac per month . It is an unfurnished property. Its main door is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ," 15,41,818",Unfurnished,4,BHK,6521.0,6367.96
Independent House ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,704040,INR,4.0,2.0,Not Negotiable,1.39,Posted 6 months ago,Well designed 4 bhk independent house is available at a prime location in Navjeevan Vihar. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 7.04 lac . It is an unfurnished property. It is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ," 25,48,181",Unfurnished,4,BHK,5896.0,8209.42
Villa ,Navjeevan Vihar,Delhi,28.53347588,77.19955444,401105,INR,4.0,2.0,Not Negotiable,0.79,Posted 6 months ago,This spacious 4 bhk villa is available for rental and is located in the heart of Navjeevan Vihar. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 4.01 lac . It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ," 11,82,082",Unfurnished,4,BHK,5896.0,4677.06
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301022,INR,4.0,4.0,Not Negotiable,0.6,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south hauzkhas it is the super location road bank ATM school college all r on walking distance," 11,10,202",Unfurnished,4,BHK,5896.0,3510.05
Independent House ,Ghitorni,Delhi,28.49571991,77.13581085,401015,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"A spacious 4 bhk independent house is available for rental in Ghitorni, Delhi. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . It is facing east direction. The property has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. Please contact for more details. "," 10,10,202",Unfurnished,4,BHK,5896.0,4676.01
Villa ,Ghitorni,Delhi,28.49571991,77.13581085,504015,INR,4.0,2.0,Not Negotiable,1.0,Posted 5 months ago,The house is unfurnished. Its main door is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. Please contact us for more details. ," 15,40,105",Unfurnished,5,BHK,5896.0,5877.04
Independent House ,Vasant Kunj,Delhi,28.52631378,77.14366913,310102,INR,4.0,2.0,Not Negotiable,0.61,Posted 5 months ago,"A spacious 4 bhk independent house is available for rental in Vasant Kunj, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 3.10 lac . The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. "," 18,10,282",Unfurnished,4,BHK,5896.0,3615.93
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,401015,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,"Itâs a 5 bhk villa situated in Vasant Kunj, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . It is an unfurnished property. It is east facing property. It is situated in the proximity of all the important facilities. "," 20,10,102",Unfurnished,5,BHK,6521.0,4676.01
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"A spacious 4 bhk villa is available for rental in Vasant Kunj, Delhi. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. "," 18,10,202",Unfurnished,4,BHK,5896.0,4675.98
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,540101,INR,4.0,2.0,Not Negotiable,0.97,Posted 5 months ago,"Itâs a 5 bhk villa situated in Vasant Kunj, Delhi. The house is unfurnished. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. "," 15,04,101",Unfurnished,5,BHK,6521.0,6297.82
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,301012,INR,4.0,2.0,Not Negotiable,0.54,Posted 5 months ago,"Itâs a 5 bhk villa situated in Vasant Kunj, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. It is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. "," 18,10,110",Unfurnished,5,BHK,6521.0,3509.93
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,401121,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,"Itâs a 5 bhk villa situated in Vasant Kunj, Delhi. It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 4.01 lac . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. Contact us for more details. "," 18,10,220",Unfurnished,5,BHK,6521.0,4677.25
Independent House ,Vasant Kunj,Delhi,28.52631378,77.14366913,301102,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,"Itâs a 4 bhk independent house situated in Vasant Kunj. The house is unfurnished. It is facing northeast direction. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. "," 18,10,282",Unfurnished,4,BHK,5896.0,3510.98
Villa ,Vasant Kunj,Delhi,28.52631378,77.14366913,301102,INR,4.0,2.0,Not Negotiable,0.54,Posted 5 months ago,"Itâs a 5 bhk villa situated in Vasant Kunj. It is an unfurnished property. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. "," 10,20,202",Unfurnished,5,BHK,6521.0,3510.98
Villa ,Chattarpur,Delhi,28.49946976,77.19647217,352925,INR,4.0,2.0,Not Negotiable,0.7,Posted 5 months ago,"This spacious 4 bhk villa is available for rental and is located in the heart of Chattarpur. It is an unfurnished property. It is facing east direction. The property has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. "," 10,10,202",Unfurnished,4,BHK,5896.0,4115.26
Independent House ,Chattarpur,Delhi,28.49946976,77.19647217,362612,INR,4.0,2.0,Not Negotiable,0.65,Posted 5 months ago,"The house is unfurnished. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. "," 10,10,202",Unfurnished,5,BHK,6521.0,4228.22
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location of area road bank ATM school college all r on walking distance," 10,10,202",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location of area road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301012,INR,4.0,4.0,Not Negotiable,0.6,Posted 5 months ago,Its four bhk builder floor in the super location of Delhi south niti bagh it is the super location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,301012,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,"A 4 bhk property is available for rent in Anand Niketan, Delhi. It is on the 2nd floor of the building (total number of floors are 4). It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. "," 10,10,202",Unfurnished,4,BHK,5896.0,3509.93
Independent Floor ,Niti Bagh,Delhi,28.55949974,77.21679688,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 5 months ago,"Itâs a 4 bhk builder floor situated in Niti Bagh, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. Itâs on 3rd floor out of 4 floors building. Its main door is facing east direction. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. "," 10,10,220",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,401010,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,This spacious 4 bhk builder floor is available for rental and is located in the heart of Anand Niketan. It has a built-up area of 5896 sqft and is available for rent at Rs. 4.01 lac per month . It is located on the 3rd floor(out of a total of 4 floor(s)). The property has 4 bathrooms and 2 balconies. The site is in close proximity to various civic utilities. ," 10,20,202",Unfurnished,4,BHK,5896.0,4675.96
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,401012,INR,4.0,2.0,Not Negotiable,0.79,Posted 5 months ago,"Itâs a 4 bhk builder floor situated in Anand Niketan, Delhi. The house is unfurnished. Itâs on 3rd floor out of 4 floors building. Its main door is facing east direction. It has 4 bathrooms and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. "," 10,10,220",Unfurnished,4,BHK,5896.0,4675.98
Independent Floor ,Anand Niketan,Delhi,28.57893944,77.16504669,401012,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,"Itâs a 5 bhk builder floor situated in Anand Niketan, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 4.01 lac per month . It is an unfurnished property. It is on 3rd floor. The building has a total of 4 floor(s). Its main door is facing east direction. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. "," 10,10,202",Unfurnished,5,BHK,6521.0,4675.98
Villa ,Niti Bagh,Delhi,28.55949974,77.21679688,401122,INR,4.0,2.0,Not Negotiable,0.72,Posted 5 months ago,It has a built-up area of 6521 sqft and is available for rent at Rs. 4.01 lac per month . The house is unfurnished. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ," 10,10,220",Unfurnished,5,BHK,6521.0,4677.26
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south hauzkhas it is the amazing location road bank ATM school college all r on walking distance," 18,10,202",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,Its four bhk builder floor in the super location of Delhi south hauzkhas it is the super location road bank ATM school college all r on walking distance," 18,12,828",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,400110,INR,4.0,2.0,Not Negotiable,0.72,Posted 6 months ago,This spacious 5 bhk builder floor is available for rental and is located in the heart of Hauz Khas. It has area of 6521 sqft and is available at a rent of Rs. 4.00 lac. The house is unfurnished. Itâs on 3rd floor out of 4 floors building. It is east facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ," 10,12,002",Unfurnished,5,BHK,6521.0,4665.46
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,301022,INR,4.0,2.0,Not Negotiable,0.6,Posted 6 months ago,"A 4 bhk property is available for rent in Hauz Khas, Delhi. It has area of 5896 sqft and is available at a rent of Rs. 3.01 lac. The house is unfurnished. Itâs on 3rd floor out of 4 floors building. It is facing east direction. The property has 4 bathrooms and 2 balconies. Please contact for more details. "," 18,18,102",Unfurnished,4,BHK,5896.0,3510.05
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,312552,INR,3.0,2.0,Not Negotiable,1.28,Posted 6 months ago,Its three bhk builder floor in the super location of Delhi south hauzkhas it is the super location of Delhi south road bank ATM school college all r on walking distance," 10,82,122",Unfurnished,3,BHK,2852.0,3644.5
Independent Floor ,Hauz Khas,Delhi,28.55542183,77.20988464,230410,INR,3.0,2.0,Not Negotiable,1.19,Posted 6 months ago,This spacious 3 bhk builder floor is available for rental and is located in the heart of Hauz Khas. It has an area of 2253 sqft with a carpet area of 1652 sqft . The property is available at a monthly rental of Rs. 2.30 lac . The house is unfurnished. Itâs on 2nd floor out of 4 floors building. Its main door is facing east direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ," 11,41,020",Unfurnished,3,BHK,2253.0,2686.68
