house_type,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status,numBedroom,house_layout,house_size_in_sqft,price_approx_usd
Independent Floor ,Greater kailash 1,Delhi,28.55175018,77.23332977,28000,INR,1.0,1.0,Not Negotiable,0.65,Posted 5 months ago,"Itâs a 1 bhk builder floor situated in Greater kailash 1, Delhi. It has area of 500 sqft and is available at a rent of Rs. 28,000. It is a furnished property. Furnishings include 1 wardrobe, 1 tv, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is located on the 1st floor(out of a total of 11 floor(s)). Its main door is facing west direction. It has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. "," 2,80,000",Furnished,1,BHK,500.0,326.49
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,"Itâs a studio apartment situated in East of Kailash. It has area of 355 sqft and is available at a rent of Rs. 13,000. Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on the 1st floor of the building (total number of floors are 3). It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 13,000",Furnished,1,RK,355.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.51,Posted 5 months ago,"A spacious studio apartment is available for rental in East of Kailash, Delhi. It has a built-up area of 300 sqft and is available for rent at Rs. 13,000 per month . The house is furnished. Furnishings include 1 wardrobe, 1 tv, 1 wifi, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on 1st floor. The building has a total of 2 floor(s). It is made in way to provide a comfortable living. Kindly call us for details. "," 13,000",Furnished,1,RK,300.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,"Well designed studio apartment is available at a prime location in East of Kailash. It has a built-up area of 350 sqft and is available for rent at Rs. 13,000 per month . It is a furnished property. It has 1 wardrobe, 1 tv, 1 refrigerator and 1 wifi. It also has 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on the 1st floor of the building (total number of floors are 3). It has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. "," 13,000",Furnished,1,RK,350.0,151.59
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,45000,INR,2.0,1.0,Not Negotiable,0.35,Posted 5 months ago,"it is independent builder floor it is newly reovated property it is located in south delhi east of kailash it is gated community society it is inernal road wide and gated community society , it is good location and good enviroment area it is ground flor"," 90,000",Semi-Furnished,3,BHK,1500.0,524.72
Independent Floor ,Greater kailash 1,Delhi,28.55175018,77.23332977,90000,INR,4.0,3.0,Not Negotiable,0.35,Posted 5 months ago,It is four bedrooms attached washrooms it is located in south Delhi Greater kailash 1 it is Very Good society and Good atmosphere it is located in south Delhi Greater kailash," 1,80,000",Semi-Furnished,4,BHK,3000.0,1049.44
Independent Floor ,Hemkunt Colony,Delhi,28.54914093,77.24733734,60000,INR,3.0,2.0,Not Negotiable,0.39,Posted 5 months ago,It is independent builder floor it is located in south Delhi Greater kailash it is internal road wide and Gated community society it is Three bedroom attached washrooms it is lift available," 1,20,000",Semi-Furnished,3,BHK,1800.0,699.63
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,20000,INR,1.0,1.0,Not Negotiable,0.47,Posted 5 months ago,It is fully Furnished flat it is located in south Delhi east of Kailash near nehru place and Gated community society it is one bedroom and one drawing room it is Good location and Good society," 20,000",Furnished,1,BHK,500.0,233.21
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,40000,INR,3.0,2.0,Not Negotiable,0.41,Posted 5 months ago,It is independent builder floor it is located in south Delhi east of Kailash gated community it is newly constructed builder floor it is three bedrooms attached washrooms it is lift available it is Good location and Good society," 40,000",Unfurnished,3,BHK,1150.0,466.42
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,40000,INR,3.0,2.0,Not Negotiable,0.31,Posted 5 months ago,It is independent builder floor it is located in south Delhi east of Kailash gated community it is newly constructed builder floor it is three bedrooms attached washrooms it is lift available it is Good location and Good society," 40,000",Unfurnished,3,BHK,1500.0,466.42
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,36000,INR,2.0,1.0,Not Negotiable,0.37,Posted 5 months ago,"Itâs a 2 bhk builder floor situated in East of Kailash, Delhi. It has an area of 1150 sqft . The property is available at a monthly rental of Rs. 36,000 . It is located on the 1st floor(out of a total of 4 floor(s)). Its main door is facing east direction. It has 2 bathrooms and 1 balcony. It is well connected to the city areas. Please contact for more details. "," 36,000",Semi-Furnished,2,BHK,1150.0,419.78
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,50000,INR,3.0,2.0,Not Negotiable,0.32,Posted 5 months ago,"A 3 bhk property is available for rent in East of Kailash, Delhi. It has an area of 1800 sqft with a carpet area of 1500 sqft . The property is available at a monthly rental of Rs. 50,000 . It is a semi-furnished property. Itâs on 1st floor out of 4 floors building. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. "," 50,000",Semi-Furnished,3,BHK,1800.0,583.02
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,40000,INR,2.0,2.0,Not Negotiable,0.29,Posted 5 months ago,"Itâs a 2 bhk builder floor situated in East of Kailash, Delhi. It has a built-up area of 1600 sqft and is available for rent at Rs. 40,000 per month . It is a semi-furnished property. Furnishings include 2 wardrobe, 1 refrigerator, 1 sofa, 1 microwave, 1 ac and 1 modular kitchen. It is northwest facing property. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. "," 40,000",Semi-Furnished,2,BHK,1600.0,466.42
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,55000,INR,3.0,3.0,Not Negotiable,0.36,Posted 5 months ago,It is independent Builder floor it is located in south Delhi east of kailash it is three bedroom attached washrooms it is Good location and Good environment area it is lift available it is Gated community society," 55,000",Semi-Furnished,3,BHK,1800.0,641.32
Independent Floor ,Hemkunt Colony,Delhi,28.54914093,77.24733734,60000,INR,3.0,2.0,Not Negotiable,0.39,Posted 5 months ago,It is independent Builder floor it is located in south Delhi hemkunt Colony greater kailash it is three bedroom attached washrooms it is Good location and Good environment area it is lift available it is Gated community society," 60,000",Semi-Furnished,3,BHK,1800.0,699.63
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,11000,INR,1.0,1.0,Not Negotiable,0.26,Posted 5 months ago,"it is independent builder floor, it is located in south delhi east of kailash near iskon temple it is one bedroom and one drawing room it is first floor located near east of kailash a block market."," 11,000",Unfurnished,1,BHK,500.0,128.26
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,11000,INR,1.0,1.0,Not Negotiable,0.26,Posted 5 months ago,"it is one bhk flat, it is one bedrooms and one drawing room and one kitchen and one washroom it is independent builder floor it is availalbe govt bses meter it is surrounding area is fully developed like schools, banks, atms, abadi area etc it is marble flooring"," 11,000",Unfurnished,1,BHK,500.0,128.26
Independent Floor ,East of Kailash,Delhi,28.55871391,77.25095367,11000,INR,1.0,1.0,Not Negotiable,0.14,Posted 5 months ago,"it is one bhk flat, it is one bedrooms and one drawing room and one kitchen and one washroom it is independent builder floor it is availalbe govt bses meter it is surrounding area is fully developed like schools, banks, atms, abadi area etc it is marble flooring"," 11,000",Unfurnished,1,BHK,900.0,128.26
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,The house is furnished. It is on the 2nd floor of the building (total number of floors are 3). The property has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ," 13,000",Furnished,1,RK,352.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,"A studio property is available for rent in East of Kailash, Delhi. It has area of 350 sqft and is available at a rent of Rs. 13,000. The house is furnished. Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 wifi, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on the 1st floor of the building (total number of floors are 2). It is facing north direction. The property has 1 bathroom and 1 balcony. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. "," 13,000",Furnished,1,RK,350.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,"A spacious studio apartment is available for rental in East of Kailash, Delhi. It has an area of 350 sqft with a carpet area of 300 sqft . The property is available at a monthly rental of Rs. 13,000 . Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 wifi, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on 1st floor. The building has a total of 3 floor(s). It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. "," 13,000",Furnished,1,RK,350.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,"Itâs a studio apartment situated in East of Kailash. It has an area of 350 sqft with a carpet area of 300 sqft . The property is available at a monthly rental of Rs. 13,000 . It has 1 wardrobe, 1 tv, 1 refrigerator and 1 wifi. It also has 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on 1st floor. The building has a total of 3 floor(s). It has 1 bathroom and 1 balcony. It is situated in the proximity of all the important facilities. Contact us for more details. "," 13,000",Furnished,1,RK,350.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.43,Posted 5 months ago,"It has an area of 350 sqft with a carpet area of 250 sqft . The property is available at a monthly rental of Rs. 13,000 . Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 wifi, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on the 1st floor of the building (total number of floors are 2). Its main door is facing north direction. It has 1 bathroom and 1 balcony. "," 13,000",Furnished,1,RK,350.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.51,Posted 5 months ago,"Well designed studio apartment is available at a prime location in East of Kailash. It has area of 300 sqft and is available at a rent of Rs. 13,000. Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 wifi, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is located on the 1st floor(out of a total of 3 floor(s)). It is south facing property. It has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. "," 13,000",Furnished,1,RK,300.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,13000,INR,1.0,1.0,Not Negotiable,0.51,Posted 5 months ago,"A studio property is available for rent in East of Kailash, Delhi. It has an area of 300 sqft with a carpet area of 284 sqft . The property is available at a monthly rental of Rs. 13,000 . It is a furnished property. Furnishings include 1 wardrobe, 1 tv, 1 refrigerator, 1 gas connection, 1 ac, 1 bed and 1 modular kitchen. It is on the 1st floor of the building (total number of floors are 3). Its main door is facing north direction. The property has 1 bathroom and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. "," 13,000",Furnished,1,RK,300.0,151.59
Studio Apartment ,East of Kailash,Delhi,28.55871391,77.25095367,12500,INR,1.0,1.0,Not Negotiable,0.42,Posted 5 months ago,"This spacious studio apartment is available for rental and is located in the heart of East of Kailash. It has area of 350 sqft and is available at a rent of Rs. 12,500. It is located on the 2nd floor(out of a total of 3 floor(s)). Its main door is facing north direction. The property has 1 bathroom and 1 balcony. The site is in close proximity to various civic utilities. "," 12,500",Furnished,1,RK,350.0,145.76
